Model_ID,ICA_Span,ACA_Span,MCA_Span,ICA_Mean_CE_Diameter,ICA_Mean_MIS_Diameter,ICA_CE_Radius,ICA_Roundness_Index,ACA_Mean_CE_Diameter,ACA_Mean_MIS_Diameter,ACA_CE_Radius,ACA_Roundness_Index,MCA_Mean_CE_Diameter,MCA_Mean_MIS_Diameter,MCA_CE_Radius,MCA_Roundness_Index
ct_015_L,20,20,20,4.212815,3.9654650000000005,2.1064075,0.9412862895712251,3.5148815,2.9597325000000003,1.75744075,0.8420575487395522,3.0579505000000005,2.995539,1.5289752500000002,0.979590415214373
ct_016_L,20,20,20,3.366399499999999,3.0226559999999996,1.6831997499999996,0.8978898672008477,1.4944004999999998,1.504812,0.7472002499999999,1.006967007840268,2.770483,2.6388735,1.3852415,0.9524958283447326
ct_016_R,20,20,20,3.2925285000000004,3.0512075,1.6462642500000002,0.9267064810524798,1.5618085,1.3981445,0.78090425,0.8952086635461389,2.482886,2.417226,1.241443,0.9735549678881752
ct_017_L,20,20,20,4.0707085,3.86678,2.03535425,0.9499034381852691,1.9652654999999999,1.7689445000000004,0.9826327499999999,0.9001045914661405,2.7401989999999996,2.6626575,1.3700994999999998,0.9717022376841975
ct_017_R,20,20,20,4.9398155,4.6533365,2.46990775,0.9420061336298896,2.670264,2.4540405,1.335132,0.9190254222054449,3.045744499999999,2.834863,1.5228722499999996,0.9307619204434254
ct_018_L,20,20,20,4.5980635,4.4572855,2.29903175,0.9693831979484406,2.3661065,2.1499625,1.18305325,0.9086499276342802,3.3702499999999995,3.129849,1.6851249999999998,0.9286696832579188
ct_018_R,8,20,20,5.138177499999999,4.56976375,2.5690887499999997,0.8893744425917556,1.8178415,1.7137214999999997,0.90892075,0.9427232792297896,3.1280315,2.8285245,1.56401575,0.9042506445347497
ct_019_L,18,20,20,4.1342727777777775,4.060359999999999,2.0671363888888887,0.9821219397580468,2.2664160000000004,2.1989090000000004,1.1332080000000002,0.9702142060416094,3.2291870000000005,3.0561245,1.6145935000000002,0.9464067890772506
ct_019_R,20,20,20,4.424965000000001,4.246838500000001,2.2124825000000006,0.9597451053285166,2.7648325000000002,2.6488975000000003,1.3824162500000001,0.9580679842268927,3.4368775,3.3703639999999995,1.71843875,0.9806471135500172
ct_020_L,20,20,20,3.5349185,3.4188019999999995,1.76745925,0.9671515764790616,1.6503145,1.7487985,0.82515725,1.0596758981394152,2.633221999999999,2.5040915,1.3166109999999995,0.9509610279725753
ct_020_R,20,20,20,3.4404600000000003,3.293199,1.7202300000000001,0.9571972933851868,1.8706814999999999,1.7437984999999998,0.9353407499999999,0.9321728471682645,2.427478,2.3853345,1.213739,0.9826389775726083
ct_021_L,20,20,2,5.2385835,5.0864285,2.61929175,0.9709549346688853,4.320380499999999,3.8964075,2.1601902499999994,0.9018667453017162,4.338285,4.065825,2.1691425,0.9371963805974021
ct_022_L,20,20,6,4.8806325,4.731451,2.44031625,0.969433982173417,3.9587590000000006,3.7049250000000002,1.9793795000000003,0.9358804110075909,4.562961666666666,4.153746666666667,2.281480833333333,0.9103181157559582
ct_022_R,20,20,20,4.938254499999999,4.7309090000000005,2.4691272499999997,0.9580123908154189,2.6602395000000003,2.5490275000000002,1.3301197500000002,0.9581947414885013,4.065401,3.875572499999999,2.0327005,0.9533063282072296
ct_023_R,20,20,20,3.9399114999999996,3.7904315000000004,1.9699557499999998,0.9620600615013817,2.839993,2.7215085,1.4199965,0.9582800028028238,3.0325274999999996,2.9039665,1.5162637499999998,0.9576059903826101
ct_024_L,18,20,20,3.968322777777778,3.867599444444445,1.984161388888889,0.9746181601211036,2.825513,2.777353,1.4127565,0.9829553075848528,3.2807749999999998,3.2559804999999997,1.6403874999999999,0.9924424869123911
ct_025_L,20,20,20,4.397789,4.247884,2.1988945,0.9659135533787545,3.2454235,3.0215505,1.62271175,0.9310188639479563,3.4306074999999994,3.2172745,1.7153037499999997,0.9378148039377866
ct_025_R,18,20,20,4.0551844444444445,3.4669916666666665,2.0275922222222222,0.8549528915796678,2.808578,2.5639734999999995,1.404289,0.9129080623717766,3.848507,3.3683585000000003,1.9242535,0.8752377220568912
ct_026_L,20,20,20,3.8800410000000007,3.661669,1.9400205000000004,0.9437191514213379,2.121696,2.0646649999999998,1.060848,0.9731200888345926,2.8621140000000005,2.7789315,1.4310570000000002,0.9709366922491556
ct_026_R,20,20,20,3.962121,3.6213829999999994,1.9810605,0.9140011120306522,2.3724870000000005,2.283443,1.1862435000000002,0.9624680767481548,3.3496565000000005,3.1056235,1.6748282500000002,0.9271468581927728
ct_027_L,20,20,20,3.7953699999999997,3.5685779999999996,1.8976849999999998,0.9402450880941778,2.3023670000000003,2.3757305000000004,1.1511835000000001,1.0318643813084536,3.2181535000000006,2.8850059999999997,1.6090767500000003,0.896478679466346
ct_027_R,20,20,20,3.0280270000000002,2.9208464999999997,1.5140135000000001,0.9646038493051744,1.4166389999999998,1.359012,0.7083194999999999,0.9593213232164302,3.0311079999999997,2.8651740000000006,1.5155539999999998,0.9452563221105948
ct_028_L,18,20,20,5.097738888888889,5.006744444444445,2.5488694444444446,0.9821500381977631,3.1455739999999994,3.1143395,1.5727869999999997,0.990070333745129,3.827436,3.7351080000000003,1.913718,0.9758773236182134
ct_029_L,20,20,20,3.974286,3.7877625000000004,1.987143,0.9530674189024142,1.0526827499999998,1.1132765,0.5263413749999999,1.0575612643030392,3.357086,3.419277499999999,1.678543,1.0185254414096032
ct_029_R,16,20,20,4.975366875000001,4.65608125,2.4876834375000003,0.9358267173011234,3.2305994999999994,3.1862715,1.6152997499999997,0.9862787077135377,3.6918735,3.5132865000000004,1.84593675,0.95162699913743
ct_030_L,10,20,20,5.113762,4.615489,2.556881,0.9025623406016939,2.5876785,2.3920255000000004,1.29383925,0.9243905299673049,3.179265,3.092078,1.5896325,0.972576365921054
ct_030_R,20,20,20,3.6831470000000004,3.574128499999999,1.8415735000000002,0.9704007198192195,2.5637494999999997,2.37476,1.2818747499999998,0.9262839446677612,3.1307370000000003,2.7858124999999996,1.5653685000000002,0.8898264210631552
ct_031_L,20,20,20,4.3233505,4.117157000000001,2.16167525,0.9523070128133263,2.201688,2.0869880000000003,1.100844,0.9479036085040208,3.3406785,3.1603070000000004,1.67033925,0.9460075251180262
ct_031_R,10,20,20,3.1957169999999997,3.112668,1.5978584999999998,0.9740124047279533,2.1904719999999998,1.9793114999999997,1.0952359999999999,0.9036004568878305,3.306801000000001,3.118174,1.6534005000000005,0.9429578616917071
ct_032_L,20,20,20,4.245399999999999,4.155271000000001,2.1226999999999996,0.978770198332313,2.1054815,2.091827,1.05274075,0.9935147850978506,3.500915499999999,3.3527425,1.7504577499999996,0.9576759279108568
ct_032_R,20,20,20,4.506073499999999,4.405842,2.2530367499999997,0.9777563548397513,2.7588115,2.7463495,1.37940575,0.9954828374464874,3.1329370000000005,3.116842,1.5664685000000003,0.9948626480519716
ct_033_R,20,20,20,4.2895505,4.1615815000000005,2.14477525,0.9701672704401081,3.0712235,2.8199099999999997,1.53561175,0.9181715365228222,2.9682385,2.916428,1.48411925,0.9825450347066113
ct_034_L,20,20,20,3.263577,3.0209045,1.6317885,0.9256421711514696,1.9825045,1.8928849999999997,0.99125225,0.9547948062665178,2.781942,2.6562604999999992,1.390971,0.9548223866637044
ct_034_R,20,20,20,5.6321245,4.758783,2.81606225,0.8449356898981903,2.01537,1.8685655,1.007685,0.9271575442722677,2.9236790000000004,2.8001395,1.4618395000000002,0.9577451902209508
ct_035_L,20,20,20,3.3365795,3.142615,1.66828975,0.9418672625663498,2.2006819999999996,2.035416,1.1003409999999998,0.9249023711740272,2.7198970000000005,2.7273994999999998,1.3599485000000002,1.0027583765120516
ct_035_R,20,20,20,3.3993094999999998,2.9686635000000003,1.6996547499999999,0.8733136832642042,2.009174,1.934758,1.004587,0.9629618937931708,2.523905,2.36156,1.2619525,0.9356770559906177
ct_036_L,20,20,18,4.969345500000001,4.7514875000000005,2.4846727500000005,0.9561596190081771,2.154879,2.0078055,1.0774395,0.9317486039819404,4.2251916666666665,3.915310555555555,2.1125958333333332,0.9266586854376757
ct_036_R,16,20,20,5.760025000000001,5.381721875,2.8800125000000003,0.9343226591898472,3.8740735,3.6181234999999994,1.93703675,0.9339325905923053,3.795758,3.5669625000000003,1.897879,0.9397233701410891
ct_037_L,20,20,20,4.2901815,4.0243655,2.14509075,0.9380408497868913,2.4094185,2.1966545,1.20470925,0.9116948757552912,3.0960550000000002,3.0177845000000003,1.5480275000000001,0.9747192798577545
ct_037_R,20,20,14,3.5497585000000003,3.476237,1.7748792500000001,0.9792883093314657,1.7135135000000001,1.6298124999999999,0.8567567500000001,0.9511524128639779,2.926867857142857,2.536565,1.4634339285714284,0.866648281988425
ct_038_L,14,20,20,4.378022857142857,4.152909285714286,2.1890114285714284,0.9485809967708844,2.2234475000000002,2.1382389999999996,1.1117237500000001,0.9616773051758584,2.7775425,2.7608325,1.38877125,0.9939838904355198
ct_038_R,20,20,20,4.005511,3.914933,2.0027555,0.9773866555353361,1.378711,1.415251,0.6893555,1.0265030162231243,3.0286684999999998,2.9532399999999996,1.5143342499999999,0.9750951614546127
ct_039_L,20,20,20,3.9255240000000002,3.7478209999999996,1.9627620000000001,0.9547313938215636,2.603364,2.4058185,1.301682,0.9241191396977142,3.2850030000000006,3.1440609999999998,1.6425015000000003,0.957095320765308
ct_039_R,20,20,20,4.0211235,3.8119475,2.01056175,0.9479807073819047,2.868825,2.665845,1.4344125,0.9292462942145303,3.5366045,3.428051,1.76830225,0.9693057281355605
ct_040_L,10,20,14,3.757504,3.647486,1.878752,0.9707204569842107,2.521294,2.1852780000000003,1.260647,0.8667287511888737,3.289332142857142,3.046472142857142,1.644666071428571,0.9261673830879694
ct_040_R,20,20,20,4.431514000000001,4.184407,2.2157570000000004,0.9442386958497704,3.1064914999999997,2.9116995,1.5532457499999999,0.9372951768900705,3.626264999999999,3.441871,1.8131324999999996,0.9491504344001337
ct_041_L,20,20,20,3.2470985,3.1704879999999998,1.62354925,0.9764064748882733,1.0534890999999997,0.8882968000000002,0.5267445499999999,0.8431950553641233,2.5124025000000003,2.538921,1.2562012500000002,1.0105550364641016
ct_041_R,20,20,20,3.5516780000000003,3.4350355,1.7758390000000002,0.9671584811460948,1.646106,1.4305275,0.823053,0.8690372916446449,3.209458,3.0135630000000004,1.604729,0.9389632143495881
ct_042_L,20,20,20,3.418428000000001,3.3004835,1.7092140000000005,0.9654974450244378,1.629148,1.4676294999999997,0.814574,0.9008570737587989,2.886389,2.7669495,1.4431945,0.9586197494516505
ct_042_R,20,20,20,3.9085924999999997,3.7751070000000007,1.9542962499999998,0.965848192156128,1.9963499999999996,1.9703164999999998,0.9981749999999998,0.9869594509980716,2.9107190000000003,2.7697650000000005,1.4553595000000001,0.9515741643215989
ct_043_L,20,20,20,3.06229,2.9570305,1.531145,0.9656271940279987,1.5353019999999997,1.3389645,0.7676509999999999,0.8721179937237105,2.543523,2.3734650000000004,1.2717615,0.9331407657803764
ct_043_R,20,20,20,3.0729935000000004,2.8164160000000003,1.5364967500000002,0.916505680861349,1.4548774999999998,1.0631495999999998,0.7274387499999999,0.7307485338112658,2.3347869999999995,2.281942,1.1673934999999998,0.9773662436873258
ct_044_L,20,20,20,4.167634,3.9883334999999995,2.083817,0.9569778680181609,2.5639975,2.3080880000000006,1.28199875,0.9001912053346388,2.34148,2.2352705000000004,1.17074,0.9546400140082344
ct_045_L,20,20,20,4.010478999999999,3.867208500000001,2.0052394999999996,0.9642759630458112,1.4533915,1.5555205,0.72669575,1.0702694353173252,3.5754415,3.3742695000000005,1.78772075,0.9437350604114206
ct_045_R,20,20,20,5.059976,4.911521499999999,2.529988,0.9706610268507201,3.1207365,3.1265405,1.56036825,1.0018598173860562,3.3853715,3.3600669999999995,1.69268575,0.9925253402765396
ct_046_L,20,20,20,3.8607419999999992,3.407349,1.9303709999999996,0.88256324820462,1.7896360000000002,1.463026,0.8948180000000001,0.8174992009548309,2.706432,2.5371164999999998,1.353216,0.9374395883583995
ct_046_R,20,20,20,3.315206,3.1340995,1.657603,0.945370966389419,1.7951785,1.7052015,0.89758925,0.9498785218294449,2.374141,2.3035430000000003,1.1870705,0.970263771191349
ct_047_L,20,20,20,3.212352,3.1857819999999997,1.606176,0.9917288018249555,1.9869625,1.934038,0.99348125,0.9733641173399095,2.756508,2.698481,1.378254,0.9789490906610828
ct_048_L,14,20,20,4.196737857142857,4.000910714285714,2.0983689285714284,0.953338247581072,2.4893395,2.282103,1.24466975,0.9167504070858958,3.082729,2.980674,1.5413645,0.9668945924211957
ct_048_R,20,20,20,3.7178994999999992,3.5363265,1.8589497499999996,0.9511624776301781,2.1589219999999996,2.0510045,1.0794609999999998,0.9500132473521509,2.5215595,2.2343830000000002,1.26077975,0.8861115512047208
ct_049_L,20,20,20,4.425162,4.358341,2.212581,0.9848997618618256,2.601413,2.417132,1.3007065,0.929161190476099,4.2794325,4.1749445,2.13971625,0.9755836784433448
ct_049_R,20,20,20,4.7245055,4.616685500000001,2.36225275,0.9771785639788123,2.355993,2.2886414999999998,1.1779965,0.9714126909545148,3.9913420000000004,3.8785339999999997,1.9956710000000002,0.971736824356319
ct_050_L,20,20,20,3.425284,3.333414500000001,1.712642,0.9731790123096364,1.7769225,1.7571204999999999,0.88846125,0.9888560136978399,2.8772185,2.8329275000000003,1.43860925,0.9846063133543734
ct_050_R,14,20,20,5.002520714285715,4.508463571428571,2.5012603571428573,0.9012383614032295,2.2816064999999996,2.1586575,1.1408032499999998,0.9461129690855984,2.5539460000000007,2.6166415,1.2769730000000004,1.0245484830141276
ct_051_L,20,20,20,2.827623,2.6835304999999994,1.4138115,0.9490411204039575,1.27271,1.1675528499999999,0.636355,0.9173754036661925,2.2109409999999996,2.2453865,1.1054704999999998,1.0155795654429496
ct_051_R,20,20,20,2.7916630000000002,2.6781639999999998,1.3958315000000001,0.9593435883915786,2.0237260000000004,1.8708630000000004,1.0118630000000002,0.924464576726296,2.2302180000000003,2.1679995,1.1151090000000001,0.9721020545973532
ct_052_L,20,20,20,3.1334329999999997,3.0580670000000003,1.5667164999999998,0.97594778634169,1.9290499999999997,1.8024895,0.9645249999999999,0.9343923174619633,2.3764089999999998,2.361772,1.1882044999999999,0.9938407067133648
ct_052_R,20,20,20,3.000707,2.8329580000000005,1.5003535,0.9440968411777627,1.2307080000000001,1.1134655,0.6153540000000001,0.9047357293525352,2.722574,2.5956035,1.361287,0.9533638020490904
ct_053_L,20,20,20,3.9419910000000002,3.613011,1.9709955000000001,0.9165447105282585,1.821685,1.5107065,0.9108425,0.8292907390684997,3.098894,2.9659169999999997,1.549447,0.9570888839695709
ct_053_R,20,20,20,3.884993,3.8172554999999995,1.9424965,0.9825643186487079,2.0283489999999995,1.7744515,1.0141744999999998,0.8748255354477955,3.178699,2.9109815,1.5893495,0.9157776499127473
ct_054_L,20,20,18,4.7642485,4.268281,2.38212425,0.8958980624121516,1.173065,1.1185329999999998,0.5865325,0.9535132324295753,3.4107916666666664,3.0435950000000003,1.7053958333333332,0.8923426868151335
ct_054_R,20,20,20,3.965974,3.7534155000000005,1.982987,0.9464044645779323,2.9917185,2.8117975,1.49585925,0.9398603177404558,3.2068954999999995,3.070575,1.6034477499999997,0.957491443048269
ct_055_L,20,20,20,3.669336,3.6089244999999996,1.834668,0.9835361220667717,1.947505,1.9011980000000002,0.9737525,0.9762223973751031,3.0461845,2.8981565,1.52309225,0.9514054385084029
ct_055_R,20,20,20,3.6355150000000003,3.5249,1.8177575000000001,0.9695737742795725,1.7717640000000003,1.7969969999999997,0.8858820000000002,1.0142417387417282,2.7758645000000004,2.7233084999999995,1.3879322500000002,0.9810667991899458
ct_056_L,20,20,20,3.9703740000000005,3.7994805,1.9851870000000003,0.9569578331915329,2.009387,1.8648095000000002,1.0046935,0.9280489522426494,3.180873,2.749922,1.5904365,0.8645180112503706
ct_056_R,20,20,20,3.590008,3.2633785000000004,1.795004,0.9090170551151976,2.3074035,1.9666790000000003,1.15370175,0.8523342362963393,3.2470014999999997,3.0240234999999998,1.6235007499999998,0.9313280267964151
ct_057_L,20,20,20,3.6225429999999994,3.383082999999999,1.8112714999999997,0.9338972649876067,1.323477,0.9401762999999999,0.6617385,0.7103835578555576,3.0052165000000004,2.8698905000000003,1.5026082500000002,0.9549696336353803
ct_057_R,20,20,20,4.030568499999999,3.8680314999999994,2.0152842499999997,0.9596739268914547,1.8833995000000001,1.6621884999999998,0.9416997500000001,0.882546958305978,3.1259849999999996,2.911809,1.5629924999999998,0.931485275841055
ct_058_L,16,20,20,3.1283625,2.9960875,1.56418125,0.9577174959743315,2.626824,2.4246655,1.313412,0.9230407138049599,3.5835885000000003,3.3717230000000002,1.7917942500000001,0.940878954154474
ct_058_R,14,20,20,3.9840871428571423,3.7946150000000007,1.9920435714285711,0.9524427714396669,2.803032,2.699936,1.401516,0.9632198276723206,3.1416505,2.971309,1.57082525,0.945779614887143
ct_059_L,20,20,20,3.6064160000000003,3.486687,1.8032080000000001,0.9668011122399633,2.2682430000000005,2.065047,1.1341215000000002,0.9104170055853802,3.2132925,3.1442025,1.60664625,0.9784986894283667
ct_059_R,20,20,20,3.7472300000000005,3.6225034999999997,1.8736150000000003,0.9667150134899644,2.2446075,2.2145655,1.12230375,0.9866159228283787,3.114566,3.132279,1.557283,1.005687148707075
ct_060_L,20,20,20,4.0476035,3.723776,2.02380175,0.9199952515111719,2.741187,2.439826,1.3705935,0.8900618600628122,3.4383290000000004,3.2093665000000002,1.7191645000000002,0.9334087866518881
ct_060_R,14,20,20,3.920377142857143,3.701459285714286,1.9601885714285714,0.9441589803313384,1.7741209999999998,1.7050900000000002,0.8870604999999999,0.9610900271176546,3.3598165,2.9971370000000004,1.67990825,0.8920537773417091
ct_061_L,20,20,20,4.603847999999999,4.4772945,2.3019239999999996,0.9725113644064706,2.6373155,2.593788,1.31865775,0.9834955279336127,3.4188465,3.3217965000000005,1.70942325,0.9716132327087516
ct_061_R,20,20,20,4.118661500000001,4.0380845,2.0593307500000004,0.9804361198413609,1.9852910000000001,1.9939540000000004,0.9926455000000001,1.004363592037641,3.576317999999999,3.480594000000001,1.7881589999999996,0.9732339238289217
ct_062_L,14,20,20,4.246632142857143,4.185702142857143,2.1233160714285715,0.985652159652565,1.5669834999999999,1.511171,0.7834917499999999,0.9643822031310477,2.8730944999999997,2.8182835,1.4365472499999998,0.9809226602187991
ct_062_R,20,20,20,4.173603499999999,4.0176435,2.0868017499999993,0.9626318120540204,2.4489130000000006,2.1445924999999995,1.2244565000000003,0.8757324167906329,3.4406170000000005,3.2220375,1.7203085000000002,0.936470842293693
ct_063_L,20,20,20,4.139995000000001,3.8624795000000005,2.0699975000000004,0.9329671895739005,2.5916625,2.4235170000000004,1.29583125,0.9351206030877864,2.9297925,2.7061444999999997,1.46489625,0.9236642185410741
ct_064_L,20,20,20,4.200229,3.8900425000000007,2.1001145,0.9261500980065612,2.3047174999999998,2.0923309999999997,1.1523587499999999,0.9078470571772896,3.1155125,3.0260575000000003,1.55775625,0.9712872280242818
ct_064_R,20,20,20,3.6069755,3.4920465,1.80348775,0.9681370167332713,0.7803710500000001,0.9489796,0.39018552500000003,1.2160620258785868,3.3962514999999995,3.3156575000000004,1.6981257499999998,0.9762697197189315
ct_065_L,20,20,20,4.060259,3.8429305000000014,2.0301295,0.9464742273830318,2.0154015000000003,1.9070835,1.0077007500000001,0.9462548777501653,3.4568044999999996,3.3405725000000004,1.7284022499999998,0.9663758826974452
ct_065_R,20,20,20,4.613036500000001,4.336524000000002,2.3065182500000003,0.9400584625766566,2.195960500000001,1.9948394999999999,1.0979802500000004,0.9084131977783749,3.3481805000000002,3.0622359999999995,1.6740902500000001,0.9145970475606077
ct_066_L,18,20,20,3.8783922222222227,3.7323638888888886,1.9391961111111113,0.9623482296358197,2.1017265000000003,2.1784255,1.0508632500000001,1.0364933306022452,3.6181415,3.332596,1.80907075,0.9210795100191631
ct_066_R,20,20,20,3.9555575000000003,3.8388125000000004,1.9777787500000001,0.9704858291151122,3.2180535,3.0156359999999998,1.60902675,0.9370993987514502,3.2453070000000004,3.079128,1.6226535000000002,0.948794058620648
ct_067_L,8,20,20,3.34139375,3.2097249999999997,1.670696875,0.9605946620328717,1.4558365000000002,1.504955,0.7279182500000001,1.0337390222047598,2.8246335,2.7722780000000005,1.41231675,0.9814646749746473
ct_067_R,16,20,20,4.26082625,3.92623625,2.130413125,0.9214729772189139,2.2800599999999998,2.3088939999999996,1.1400299999999999,1.012646158434427,3.0662499999999997,2.844874,1.5331249999999998,0.9278023644516918
ct_068_L,20,20,20,3.5545925000000005,3.2919070000000006,1.7772962500000002,0.9260996865322819,1.3064490000000002,1.0745541500000002,0.6532245000000001,0.8224998832713715,2.9406495,2.72438,1.47032475,0.9264551929769257
ct_068_R,18,20,20,3.708889444444445,3.4255,1.8544447222222225,0.9235918328951717,2.466323,2.3114079999999997,1.2331615,0.9371878703641006,2.665753,2.423533,1.3328765,0.9091363678480339
ct_069_L,20,20,20,3.605306999999999,3.3473975000000005,1.8026534999999995,0.9284639283145656,2.3922915000000002,2.2674175000000005,1.1961457500000001,0.9478015116468876,2.7322610000000003,2.5738685,1.3661305000000001,0.942028781291392
ct_069_R,20,20,20,3.9048415,3.6434225,1.95242075,0.9330525963729898,1.9950734999999997,1.9494250000000002,0.9975367499999999,0.9771193893357816,2.4355640000000003,2.1850794999999996,1.2177820000000001,0.8971554432566746
ct_070_L,20,20,20,3.13685,2.9140805,1.568425,0.9289830562506973,2.2225249999999996,1.9845864999999996,1.1112624999999998,0.8929422616168546,3.0892030000000004,2.716882,1.5446015000000002,0.8794766805548226
ct_070_R,20,20,20,3.4223425,3.2345684999999995,1.71117125,0.9451329023906869,2.530836,2.2059585000000004,1.265418,0.8716323380890744,2.878461,2.5029510000000004,1.4392305,0.8695448713739738
ct_071_L,20,20,20,4.385468000000001,4.2374875,2.1927340000000006,0.9662566230103604,2.5276425,2.5307674999999996,1.26382125,1.0012363299002924,3.2152884999999998,3.1220805,1.6076442499999999,0.971010999479518
