Model_ID,ICA_CE_Radius,MCA_CE_Radius,ACA_CE_Radius,Murray_Deviation_Percent,Murray_Exponent_k_minimize,Murray_Exponent_k_root
ct_136_L,1.9984095,1.4359849999999998,1.1555235,43.566,1.61318,1.61318
ct_136_R,1.9253475,1.5724812499999998,1.1832229999999997,22.311,2.14392,2.14392
ct_137_L,1.887277,1.29889375,0.76997,60.61,1.16315,1.16315
ct_137_R,2.3339807500000003,1.435313,1.02379825,68.303,1.08347,1.08347
ct_138_L,1.7206277499999998,1.5644217499999995,1.0763025000000002,0.361,2.98067,2.98067
ct_138_R,1.53587975,1.3766397499999998,1.189319,-18.442,4.03078,4.03078
ct_139_L,1.4176099999999998,1.513001,0.929414,-49.757,0.5,
ct_139_R,2.3150942857142858,1.0735490000000003,1.14246425,78.011,0.94061,0.9406
ct_140_L,1.56014525,1.4235045000000002,0.8045312499999999,10.328,2.43173,2.43173
ct_140_R,1.5088612499999998,1.35556775,0.427523525,25.212,1.50844,1.50845
ct_141_L,1.9462385,1.5241569999999998,1.06484925,35.593,1.75002,1.75002
ct_141_R,1.7877887499999996,1.5279527499999996,0.8694717500000001,26.069,1.88741,1.88741
ct_142_L,2.0523095,1.6673647499999995,1.3911485,15.23,2.40255,2.40255
ct_142_R,1.7098864999999996,1.7725955,1.28783775,-54.136,0.5,
ct_143_L,1.5984875,1.4087605,0.7845044999999999,19.727,2.06625,2.06625
ct_143_R,1.78796025,1.32142925,1.44282725,7.08,2.70966,2.70966
ct_144_L,1.9025155555555555,1.54796975,0.8582717499999999,36.954,1.59666,1.59666
ct_144_R,1.6814154999999995,1.443634,0.9459777500000002,18.9,2.18954,2.18954
ct_145_L,1.981154,1.46401325,1.45989225,19.633,2.2808,2.2808
ct_146_L,2.6546105,1.804062,1.5904065,47.109,1.55344,1.55344
ct_146_R,2.435154583333333,1.928183,1.50422075,26.786,2.02596,2.02596
ct_147_L,1.5982677500000002,1.6195685000000002,0.9899545,-27.815,0.50001,
ct_147_R,1.80525975,1.5484837499999995,0.971282,21.315,2.08799,2.08799
ct_148_L,1.8164782499999996,1.6947614999999998,0.97718,3.217,2.79834,2.79834
ct_148_R,1.7122045,1.4747425,0.968267,18.018,2.21999,2.21998
ct_149_L,1.8282567499999995,1.4427535000000002,1.09398425,29.432,1.94269,1.94269
ct_149_R,1.25713175,1.2578905,0.369669075,-2.724,5.39375,
ct_150_L,1.68345275,1.329283,0.8526235000000002,37.776,1.65711,1.65711
ct_150_R,1.5738425,1.1964400000000002,0.9996125,30.445,1.94584,1.94584
ct_151_L,1.6957745,1.3452842500000002,0.9461125,32.706,1.82534,1.82534
ct_151_R,1.5728352499999998,1.6002952499999998,0.4895387,-8.345,2.50946,
ct_152_L,1.36569425,1.4398345,1.0837152499999996,-67.154,0.5,
ct_152_R,1.71236175,1.3909872499999998,0.9331455,30.215,1.86789,1.86789
ct_153_L,1.38839075,1.3787440000000002,1.0321535,-39.016,9.32646,9.32646
ct_153_R,1.7073397499999998,1.4960124999999995,0.3335277,31.981,1.18351,1.18351
ct_154_L,2.160320625,1.37142725,1.239714,55.519,1.37765,1.37765
ct_154_R,1.851242,1.430426,0.7732677499999999,46.58,1.38075,1.38075
ct_155_L,2.2302245000000007,1.7683092500000002,1.52263075,18.331,2.30703,2.30703
ct_155_R,1.6308027500000002,1.5747890000000002,1.1896285,-28.863,5.51825,5.51825
ct_156_L,2.1064505,1.85210375,1.5089134999999998,-4.731,3.23169,3.23169
ct_156_R,1.86952,1.5787957499999998,1.1791365,14.683,2.39011,2.39011
ct_157_L,2.2159390000000005,1.64631525,0.7906817500000001,54.449,1.18127,1.18127
ct_157_R,2.35655075,1.2064230555555555,1.37489725,66.723,1.15194,1.15194
ct_158_L,2.10785025,2.0102532500000008,0.7162729999999999,9.333,2.15882,2.15881
ct_158_R,2.35887175,1.8653585,1.5310845,23.204,2.14538,2.14538
ct_159_L,2.2776372222222223,1.6565945,1.5619785,29.27,1.99802,1.99802
ct_160_L,1.66072925,1.3071049999999995,0.96887325,31.387,1.8818,1.8818
ct_160_R,1.4612740625,1.31100775,0.9478272500000002,0.497,2.97481,2.97481
ct_161_L,2.6657419999999994,1.85966825,1.5640247500000002,45.853,1.57255,1.57255
ct_161_R,2.3654245000000005,1.7712755000000002,1.1082612500000002,47.727,1.42871,1.42871
ct_162_L,1.6934652500000005,1.4285935000000003,0.54173725,36.692,1.37527,1.37528
ct_162_R,1.823741,1.472204,0.90716825,35.089,1.69992,1.69992
ct_163_L,2.039283,1.3578420000000002,0.8914332500000001,62.127,1.17199,1.17199
ct_163_R,1.9336295000000008,1.49880025,1.01134475,39.121,1.65015,1.65015
ct_164_L,1.7333077499999998,1.41277175,1.0000265,26.646,1.99127,1.99127
ct_164_R,1.969992,1.2878712499999998,1.0251782500000002,57.967,1.30626,1.30626
ct_165_L,1.8995597499999997,1.56788875,1.0687165,25.959,1.99301,1.99301
ct_165_R,2.21028275,1.287354,0.7656229999999999,76.085,0.89989,0.89989
mr_001_L,2.5570435,1.9474185,1.30002175,42.685,1.56472,1.56472
mr_001_R,1.98883025,1.6463205000000003,1.30040875,15.324,2.38555,2.38555
mr_002_L,1.90815825,1.65081175,1.3898525000000002,-3.394,3.15997,3.15997
mr_002_R,2.322002916666667,1.57065275,1.3403622499999996,49.816,1.48889,1.48889
mr_003_R,2.50472775,1.49197075,1.43544075,60.043,1.2904,1.29041
mr_004_L,2.3755085,1.76572725,1.7334405,20.076,2.26682,2.26682
mr_005_L,2.0093442500000003,1.821326,1.45591575,-12.514,3.69301,3.69301
mr_005_R,2.530449,1.6338867499999998,1.5328477500000002,50.852,1.47919,1.47919
mr_006_L,1.2434062499999998,1.1971095,1.187904,-76.438,0.5,
mr_006_R,1.9072397500000005,1.6163172499999998,1.39971575,-0.392,3.01763,3.01763
mr_007_L,2.42334775,1.82505425,1.7620384999999998,18.844,2.3047,2.3047
mr_007_R,2.4239505,1.91052725,1.6310090000000002,20.57,2.23483,2.23483
mr_008_L,2.163917083333333,1.73086225,1.0923595,35.96,1.69172,1.69173
mr_008_R,2.221733125,1.690515,1.3932315,31.286,1.9199,1.9199
mr_009_L,2.41928675,1.86179725,1.4641337499999998,32.258,1.88042,1.88042
mr_009_R,2.4266905000000003,1.5836437499999998,1.16349925,61.186,1.22357,1.22357
mr_010_L,1.98735075,1.83528125,1.61275625,-32.198,0.5,5.18849
mr_011_L,1.8539925,1.5986422499999997,1.37276275,-4.705,3.22249,3.22249
mr_011_R,1.84252525,1.67229375,1.44199675,-22.7,4.35164,4.35164
mr_012_L,2.12186475,1.92686675,1.503158,-10.438,3.57544,3.57544
mr_012_R,2.45676175,1.88144725,1.7118524999999998,21.255,2.22478,2.22478
mr_013_L,2.01592625,1.3602364999999998,1.5317252499999998,25.415,2.09813,2.09813
mr_013_R,1.7137777499999998,1.485242,1.20343975,0.281,2.98697,2.98697
mr_014_L,2.0429667500000006,1.7042442500000003,1.3544305,12.809,2.4752,2.4752
mr_015_L,2.75940575,1.6272527499999998,1.58093125,60.686,1.27786,1.27786
mr_016_L,2.02042025,1.6421847500000002,1.06692775,31.578,1.81583,1.81583
mr_016_R,1.9682965,1.7106165,1.34531475,2.427,2.88813,2.88813
mr_017_L,1.931034,1.5670815,1.2881602500000002,16.87,2.34424,2.34424
mr_017_R,2.817075,1.5857555,1.6694452499999997,61.351,1.2637,1.2637
mr_018_L,2.0019327499999995,1.8149562500000005,1.22501625,2.571,2.86461,2.86461
mr_018_R,2.9945065000000004,1.5980482500000002,1.2527325,77.48,0.93312,0.93312
mr_019_L,2.1881507500000006,1.89931825,1.3298949999999998,12.152,2.45876,2.45876
mr_019_R,2.439524,1.96804575,1.81773475,6.127,2.74706,2.74706
mr_020_L,1.9797490000000004,1.6038677499999998,1.40186875,11.324,2.54724,2.54725
mr_020_R,1.972012,1.5277444999999998,1.2704622499999998,26.763,2.04575,2.04575
mr_021_L,2.5852912500000005,2.186596428571429,1.69348575,11.39,2.52014,2.52014
mr_022_L,2.537094,1.958634,1.7242382500000002,22.601,2.17908,2.17908
mr_022_R,2.1590715,1.7880854999999998,1.195089,26.239,1.97519,1.97519
mr_023_R,2.0074482500000004,1.6798594999999998,1.6393555,-13.059,3.64649,3.64649
mr_024_L,2.4566280000000003,1.52617,1.6032635,48.226,1.53718,1.53718
mr_025_L,2.4376325000000003,1.7820134999999997,1.7149182499999998,26.112,2.08724,2.08724
mr_025_R,1.94653375,1.78057225,1.58932225,-30.972,5.02549,5.02549
mr_026_L,2.117039,1.7467502500000005,1.43870075,12.445,2.49661,2.49661
mr_026_R,2.1519465,1.81925625,1.402964,11.869,2.50128,2.50128
mr_027_L,2.130831,1.65102225,1.6443975000000002,7.524,2.69579,2.69579
mr_027_R,1.766009,1.72375825,1.1968225,-24.118,5.39673,5.39673
mr_028_L,2.7624065000000004,1.985542,1.76032625,36.989,1.7903,1.79029
mr_028_R,2.20018625,1.81728925,0.878861,37.276,1.50835,1.50835
mr_029_L,2.155603,2.13039875,1.2599509999999998,-16.502,5.24472,5.24472
mr_029_R,2.8842912500000004,2.1300015,1.97389375,27.674,2.04024,2.04024
mr_030_L,2.12412925,1.73470475,1.423537,15.433,2.39187,2.39187
mr_030_R,1.990407,1.7893912500000002,1.3645105,-4.878,3.25362,3.25362
mr_031_L,2.227746388888889,1.75336225,1.13823275,37.907,1.66003,1.66003
mr_031_R,1.842877,1.5433350000000003,1.2427745,10.598,2.55903,2.55903
mr_032_L,2.1771605,1.701766,1.22360225,34.492,1.78973,1.78973
mr_032_R,2.2193940000000003,1.6273832499999998,1.6232687499999998,21.449,2.22501,2.22501
mr_033_R,2.4426555,1.67928025,1.8544780000000003,23.747,2.14956,2.14956
mr_034_L,1.57442925,1.6552397499999998,1.2816775000000002,-70.149,0.50001,
mr_034_R,2.124929,1.26594775,1.2128442499999998,60.26,1.28587,1.28587
mr_035_L,1.86149125,1.494841,0.9541435,34.749,1.72693,1.72693
mr_035_R,1.48227475,1.415606,1.01571725,-19.281,4.45757,4.45757
mr_036_L,2.4592425,2.0222744999999995,1.20504,32.629,1.74151,1.74151
mr_036_R,2.742182083333333,1.82883725,1.8832797500000005,37.942,1.77632,1.77632
mr_037_L,2.0713485,1.71656025,1.6011365000000002,-3.101,3.13948,3.13948
mr_037_R,1.6647515,1.1208625,0.9837205,48.845,1.5147,1.5147
mr_038_L,2.54610425,1.687174,1.5166687499999998,49.766,1.49819,1.49819
mr_038_R,2.089899,1.7593880000000002,1.3852825000000002,11.213,2.53094,2.53094
mr_039_L,2.108886,1.8428375,1.5802642499999997,-8.803,3.43694,3.43694
mr_039_R,2.8302155,1.8646845,1.531826,55.545,1.36174,1.36174
mr_040_L,1.7703585,1.4322965,1.1252577499999998,21.365,2.18798,2.18798
mr_040_R,2.2455355,1.690015,1.5913657500000002,21.779,2.21255,2.21255
mr_041_L,1.95018925,1.6591295,1.179599,16.295,2.31547,2.31548
mr_041_R,1.95500975,1.7255339999999997,1.2093965,7.569,2.6427,2.6427
mr_042_L,1.7616795,1.75088575,1.4679265,-56.027,0.5,
mr_042_R,2.0704745,1.7755605,1.46818075,1.278,2.9422,2.9422
mr_043_L,1.5691910000000002,1.7947499999999998,1.38238475,-117.987,0.5,
mr_043_R,1.7657427499999998,1.424713,1.1315849999999998,21.151,2.19802,2.19802
mr_044_L,2.16498625,1.3795685,1.5601125,36.706,1.79684,1.79684
mr_045_L,2.06810375,1.8555635,1.0862525,13.281,2.32907,2.32907
mr_045_R,2.5328070000000005,1.83301075,1.6020600000000005,36.789,1.7927,1.7927
mr_046_L,1.9642111111111111,1.6680975,1.3037524999999996,9.508,2.5935,2.5935
mr_046_R,1.96247325,1.5156275,1.4685549999999998,12.031,2.53125,2.53125
mr_047_L,1.98689025,1.59471675,1.3928835000000002,13.843,2.45856,2.45855
mr_047_R,1.78407375,1.6576430000000002,1.08285625,-2.571,3.15484,3.15484
mr_048_L,2.23452325,1.83862725,1.4922287500000002,14.509,2.42076,2.42076
mr_048_R,2.1589032500000003,1.5075005,1.60472225,24.886,2.1206,2.1206
mr_049_L,2.0536142499999994,2.04353,1.3864169999999998,-29.304,0.5,8.2162
mr_049_R,2.18110225,1.9423569999999997,1.3235797500000002,7.028,2.65761,2.65761
mr_050_L,1.9166995,1.6567675000000002,1.13589625,14.602,2.35958,2.35958
mr_050_R,1.85339175,1.5186352500000002,1.5394724999999998,-12.32,3.60436,3.60436
mr_051_L,1.81176975,1.56411075,1.0262385,17.485,2.2377,2.2377
mr_051_R,1.7841404999999997,1.47116375,1.3644712499999998,-0.796,3.03505,3.03505
mr_052_L,1.813336,1.5833549999999998,1.3797805,-10.628,3.5338,3.5338
mr_052_R,1.6816777499999995,1.57438025,1.1734265,-16.028,4.03876,4.03876
mr_053_L,2.138951,1.747054,1.35208875,20.251,2.21766,2.21766
mr_053_R,2.1833455,1.8043275,1.3324364999999998,20.833,2.18224,2.18224
mr_054_L,2.26345625,1.52515375,1.121077,57.256,1.29946,1.29946
